id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI0007261,Ana,Gómez Ortiz,CC,681913737,1991-06-01,2024-09-15,PREMIUM,716.0,Buenaventura,Valle,ACTIVO,APP_MOVIL
CLI0007262,Yolanda,Martínez Ramírez,CC,992256657,1964-02-03,2024-04-01,BASICO,300.0,Malambo,Atlántico,ACTIVO,CORRESPONSAL
CLI0007263,Juan,Ortiz Sánchez,CC,420352987,1965-10-25,2024-05-14,PREMIUM,727.0,Soledad,Atlántico,ACTIVO,APP_MOVIL
CLI0007264,Diego,Rodríguez Vásquez,CC,964599162,1990-05-01,2024-03-22,PREMIUM,539.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0007265,Héctor,Martínez Morales,CC,620668986,1981-08-20,2024-06-24,BASICO,397.0,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0007266,Juliana,Martínez Ortiz,CC,415930764,1992-04-08,2024-01-20,PREMIUM,704.0,Villavicencio,Meta,ACTIVO,CORRESPONSAL
CLI0007267,Cristian,Martínez Herrera,CC,900354725,1966-02-02,2024-08-29,BASICO,300.0,Envigado,Antioquia,ACTIVO,
CLI0007268,Diego,Cardona Díaz,CC,136225947,1993-02-05,2024-12-08,BASICO,489.0,Girón,Santander,ACTIVO,APP_MOVIL
CLI0007269,Sandra,González Vásquez,CC,906608259,1965-05-26,2024-06-10,BASICO,476.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0007270,Miguel,Flores Jiménez,CC,341180587,1966-07-21,2024-08-20,BASICO,514.0,Lorica,Córdoba,ACTIVO,REFERIDO
CLI0007271,Andrés,Morales Salcedo,CC,162295187,1989-07-17,2024-10-18,BASICO,423.0,Cartagena,Bolívar,ACTIVO,REFERIDO
CLI0007272,María,Vargas Ospina,CC,41247181,1997-09-10,2024-09-09,ESTANDAR,607.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0007273,Ricardo,Salcedo Jiménez,CC,590622418,1969-11-10,2024-02-14,BASICO,,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0007274,Cristian,López Nieto,CC,269284398,1971-07-12,2024-12-24,PREMIUM,691.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0007275,Camila,Rivera Castillo,CC,180822055,1987-07-01,2024-03-29,BASICO,466.0,Cali,Valle,ACTIVO,REFERIDO
CLI0007276,Ricardo,Cardona García,CC,441597569,1982-04-24,2024-09-09,PREMIUM,618.0,Tuluá,Valle,ACTIVO,CORRESPONSAL
CLI0007277,Ricardo,Ospina Flores,CC,126793323,1996-02-26,2024-09-04,BASICO,,Girón,Santander,ACTIVO,APP_MOVIL
CLI0007278,Miguel,Vargas Díaz,NIT,1186837288,1973-04-23,2024-10-15,ESTANDAR,414.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0007279,Juliana,González Ospina,CC,1013464705,1962-06-19,2024-11-15,PREMIUM,723.0,Cartagena,Bolívar,ACTIVO,REFERIDO
CLI0007280,Laura,Díaz Arango,CC,258532702,1987-10-27,2024-10-12,ELITE,866.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0007281,Luisa,Medina Díaz,CC,1037011029,1985-10-18,2024-02-27,BASICO,388.0,Palmira,Valle,ACTIVO,REFERIDO
CLI0007282,Cristian,Díaz García,NIT,705854359,1988-03-04,2024-02-28,ESTANDAR,539.0,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0007283,Jorge,Vásquez Herrera,CE,637448850,1970-01-04,2024-09-15,ESTANDAR,534.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0007284,Juliana,Vargas Romero,CC,870989726,1975-01-27,2024-02-09,ELITE,931.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0007285,Ana,Ruiz Torres,CC,338880203,1999-07-18,2024-06-23,ESTANDAR,498.0,Itagüí,Antioquia,ACTIVO,REFERIDO
CLI0007286,Cristian,Restrepo Ortiz,CC,560459946,1976-08-17,2024-02-10,ESTANDAR,598.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007287,Diego,Muñoz Martínez,NIT,682345359,1992-01-31,2024-11-23,BASICO,429.0,Bello,Antioquia,ACTIVO,CORRESPONSAL
CLI0007288,Andrés,Rodríguez Romero,CC,765883716,2001-03-20,2024-08-16,ESTANDAR,529.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0007289,Jorge,Ortiz Vásquez,CC,81355317,1972-04-04,2024-06-19,PREMIUM,640.0,Cartagena,Bolívar,ACTIVO,APP_MOVIL
CLI0007290,Andrés,Cardona Torres,CC,665091780,2000-04-05,2024-06-17,ELITE,777.0,Envigado,Antioquia,ACTIVO,PORTAL_WEB
CLI0007291,Iván,Vargas Ruiz,CC,608163245,1989-06-05,2024-08-09,BASICO,369.0,Medellín,Antioquia,ACTIVO,REFERIDO
CLI0007292,Camila,Muñoz Sánchez,CC,22033776,1980-08-17,2024-02-17,BASICO,627.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007293,Melissa,Ruiz Martínez,CC,930955698,1987-11-04,2024-05-02,BASICO,405.0,Medellín,Antioquia,ACTIVO,FUERZA_VENTAS
CLI0007294,Laura,Muñoz Díaz,CC,760468039,2000-07-11,2024-05-04,BASICO,461.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0007295,Diego,Ramírez Ortiz,CC,415520511,2002-05-31,2024-02-11,ESTANDAR,686.0,Envigado,Antioquia,ACTIVO,PORTAL_WEB
CLI0007296,Mauricio,Ramírez Díaz,CC,419614622,1975-03-05,2024-11-23,BASICO,319.0,Magangué,Bolívar,ACTIVO,REFERIDO
CLI0007297,Jorge,Medina Arango,CC,976868660,1960-10-08,2024-12-02,ELITE,822.0,Cartagena,Bolívar,ACTIVO,PORTAL_WEB
CLI0007298,Mauricio,Ruiz Morales,NIT,1158471645,1986-04-11,2024-03-23,PREMIUM,630.0,Buenaventura,Valle,ACTIVO,APP_MOVIL
CLI0007299,Jorge,Sánchez Jiménez,CC,710109724,1998-04-23,2024-09-20,ESTANDAR,500.0,Magangué,Bolívar,ACTIVO,CORRESPONSAL
CLI0007300,Daniela,Vargas Muñoz,CC,979501779,1984-01-29,2024-06-02,ELITE,625.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0007301,Sandra,Gómez González,CC,566507617,1980-04-16,2024-03-01,PREMIUM,667.0,Itagüí,Antioquia,ACTIVO,
CLI0007302,Yolanda,Flores Arango,CC,404972937,1972-08-05,2024-04-25,ESTANDAR,523.0,Buenaventura,Valle,ACTIVO,REFERIDO
CLI0007303,Cristian,González Romero,CC,789645609,1984-09-26,2024-01-21,ESTANDAR,654.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0007304,Óscar,Vásquez Rivera,CC,20868765,1974-09-28,2024-04-26,ESTANDAR,,Envigado,Antioquia,ACTIVO,PORTAL_WEB
CLI0007305,Natalia,Medina Rivera,CC,734663591,1995-03-31,2024-09-15,BASICO,364.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0007306,Carlos,Cardona Castillo,CC,990942938,1967-04-20,2024-04-09,BASICO,458.0,Cartagena,Bolívar,ACTIVO,APP_MOVIL
CLI0007307,Laura,Torres Flores,CC,1041190222,2002-10-09,2024-09-16,BASICO,393.0,Itagüí,Antioquia,ACTIVO,PORTAL_WEB
CLI0007308,Héctor,Nieto Morales,CC,695867744,1966-09-22,2024-04-12,ESTANDAR,539.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0007309,Valentina,Díaz Jiménez,CC,1147695264,1968-08-01,2024-05-20,ESTANDAR,457.0,Soacha,Cundinamarca,ACTIVO,
CLI0007310,Héctor,Salcedo Ramírez,CC,494519051,1986-11-07,2024-09-25,PREMIUM,751.0,Lorica,Córdoba,ACTIVO,APP_MOVIL
CLI0007311,María,Nieto Muñoz,NIT,804433517,2000-08-25,2024-01-18,ESTANDAR,599.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007312,Felipe,Ortiz Salcedo,CC,223087294,1986-08-02,2024-06-14,PREMIUM,699.0,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0007313,Natalia,Cardona Arango,CC,528314527,1997-12-07,2024-04-15,PREMIUM,727.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0007314,Valentina,Gómez Vargas,CC,851754388,1990-03-12,2024-11-04,ESTANDAR,574.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0007315,Carlos,García Arango,CC,313970496,1995-10-09,2024-07-18,BASICO,361.0,Itagüí,Antioquia,ACTIVO,PORTAL_WEB
CLI0007316,Camila,Ramírez Díaz,CC,805300088,1963-08-04,2024-10-26,BASICO,487.0,Envigado,Antioquia,ACTIVO,CORRESPONSAL
CLI0007317,Ricardo,González Muñoz,CC,218030254,1997-07-15,2024-12-01,BASICO,315.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0007318,Natalia,Rivera Salcedo,NIT,551846920,1964-07-20,2024-04-07,ELITE,842.0,Soacha,Cundinamarca,INACTIVO,CORRESPONSAL
CLI0007319,Claudia,Ramírez González,CC,852968657,1998-02-08,2024-09-23,ESTANDAR,537.0,Bogotá,Cundinamarca,INACTIVO,PORTAL_WEB
CLI0007320,Claudia,Medina Herrera,CE,492940881,1986-11-28,2024-04-04,BASICO,343.0,Palmira,Valle,ACTIVO,PORTAL_WEB
CLI0007321,Andrés,López López,CC,1014754209,1992-01-04,2024-04-17,BASICO,319.0,Cali,Valle,ACTIVO,APP_MOVIL
CLI0007322,Mauricio,Arango Sánchez,CC,1090604561,1998-12-05,2024-09-14,ESTANDAR,,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007323,Juan,Rivera Gómez,CC,681568651,1966-07-01,2024-07-17,BASICO,364.0,Bello,Antioquia,ACTIVO,CORRESPONSAL
CLI0007324,Andrés,Salcedo Rivera,CC,855609418,1962-06-23,2024-02-09,BASICO,591.0,Buenaventura,Valle,ACTIVO,APP_MOVIL
CLI0007325,Jorge,Ortiz Vargas,CC,299872971,1965-02-08,2024-04-04,BASICO,367.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007326,Cristian,Ruiz Torres,CC,786095231,1980-11-19,2024-02-07,PREMIUM,659.0,Tuluá,Valle,ACTIVO,REFERIDO
CLI0007327,Laura,Restrepo Rodríguez,CC,592936227,1974-06-19,2024-05-12,ESTANDAR,534.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0007328,Felipe,García Morales,CC,1170752980,1969-09-12,2024-10-11,BASICO,461.0,Buenaventura,Valle,ACTIVO,REFERIDO
CLI0007329,Iván,Pérez López,CC,78248912,1995-09-20,2024-06-01,BASICO,469.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0007330,Ana,Ruiz Vásquez,CC,763284244,1981-09-09,2024-06-17,PREMIUM,726.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0007331,Yolanda,Díaz López,CC,928529778,1970-01-29,2024-05-17,BASICO,387.0,,Meta,ACTIVO,FUERZA_VENTAS
CLI0007332,Yolanda,Sánchez López,CC,351712207,1992-02-08,2024-03-06,ESTANDAR,626.0,Itagüí,Antioquia,BLOQUEADO,REFERIDO
CLI0007333,Patricia,López Romero,CC,78675297,1984-11-04,2024-01-05,BASICO,376.0,Girón,Santander,ACTIVO,
CLI0007334,Sergio,Cardona González,CE,346127353,1974-08-26,2024-07-31,BASICO,369.0,Medellín,Antioquia,ACTIVO,APP_MOVIL
CLI0007335,Yolanda,Martínez Rivera,CC,245652450,1970-10-15,2024-10-12,BASICO,355.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007336,Sandra,Cardona Vargas,CC,465351185,1984-07-13,2024-09-09,ESTANDAR,503.0,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0007337,Melissa,Ramírez Rodríguez,CC,811709733,1990-12-26,2024-10-24,PREMIUM,717.0,Neiva,Huila,ACTIVO,APP_MOVIL
CLI0007338,Paola,Torres Gómez,CC,801075934,1986-05-03,2024-07-17,ESTANDAR,629.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007339,Diego,Castillo Romero,NIT,718892531,1995-12-24,2024-09-18,ELITE,674.0,Itagüí,Antioquia,ACTIVO,CORRESPONSAL
CLI0007340,Ricardo,Sánchez Arango,CC,164965414,1976-08-13,2024-10-08,ELITE,875.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0007341,Sandra,Torres Rodríguez,CC,963929262,2001-09-18,2024-08-26,ESTANDAR,300.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0007342,Sergio,Herrera Ortiz,CC,61165928,1995-09-04,2024-08-08,BASICO,399.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0007343,Sandra,Díaz Morales,CC,807303451,1973-12-01,2024-11-27,ESTANDAR,592.0,Medellín,Antioquia,ACTIVO,APP_MOVIL
CLI0007344,Ricardo,Nieto Gómez,CC,940747778,1966-04-05,2024-10-17,BASICO,360.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007345,Natalia,Salcedo Sánchez,CC,1089314968,1985-03-05,2024-07-08,ESTANDAR,595.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0007346,Melissa,Flores Ruiz,NIT,590428311,2002-05-13,2024-11-23,BASICO,372.0,Soacha,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0007347,Natalia,Arango Castillo,CE,886394154,1990-11-26,2024-06-14,BASICO,412.0,Cali,Valle,ACTIVO,CORRESPONSAL
CLI0007348,Natalia,Cardona Pérez,CC,539139084,1994-02-26,2024-09-17,BASICO,371.0,Pitalito,Huila,ACTIVO,APP_MOVIL
CLI0007349,Óscar,Herrera Arango,CC,339220178,1998-10-19,2024-01-26,ESTANDAR,,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0007350,Laura,Rivera González,CC,1198832007,2000-05-24,2024-07-26,ELITE,791.0,Envigado,Antioquia,ACTIVO,REFERIDO
CLI0007351,Cristian,González Morales,CC,685348649,1969-03-25,2024-11-19,ESTANDAR,534.0,Montería,Córdoba,ACTIVO,APP_MOVIL
CLI0007352,Yolanda,Castillo Romero,CC,84746740,1999-07-20,2024-01-09,ESTANDAR,476.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0007353,Yolanda,Flores Medina,NIT,881379307,1979-04-21,2024-07-14,PREMIUM,739.0,,Bolívar,ACTIVO,CORRESPONSAL
CLI0007354,Mauricio,González González,CC,556385693,1977-09-27,2024-12-02,ESTANDAR,571.0,Floridablanca,Santander,INACTIVO,FUERZA_VENTAS
CLI0007355,Jorge,Flores Ortiz,PP,167426907,1961-08-31,2024-11-23,BASICO,412.0,Bello,Antioquia,INACTIVO,PORTAL_WEB
CLI0007356,Juliana,Díaz García,CC,322966625,1980-10-02,2024-06-08,BASICO,300.0,Cartagena,Bolívar,INACTIVO,APP_MOVIL
CLI0007357,Daniela,Rivera Herrera,CC,976758696,1961-10-12,2024-05-09,ESTANDAR,491.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007358,Juliana,Ortiz Romero,CC,857469335,1976-07-21,2024-06-10,ESTANDAR,627.0,Floridablanca,Santander,ACTIVO,APP_MOVIL
CLI0007359,Claudia,Jiménez Romero,CC,288521549,1973-06-16,2024-12-16,BASICO,351.0,Floridablanca,Santander,ACTIVO,APP_MOVIL
CLI0007360,Juliana,Ortiz Ruiz,CC,274755453,1985-04-29,2024-04-19,ESTANDAR,476.0,Bello,Antioquia,INACTIVO,FUERZA_VENTAS
CLI0007361,Melissa,Rodríguez Romero,CC,201070505,1973-04-04,2024-07-23,ESTANDAR,796.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0007362,Óscar,Pérez Martínez,CC,771664682,1964-03-06,2024-01-17,ESTANDAR,518.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007363,Alejandro,Restrepo Arango,CC,719797582,2002-09-21,2024-11-12,BASICO,319.0,Floridablanca,Santander,BLOQUEADO,REFERIDO
CLI0007364,Luisa,Gómez García,CC,1175819244,1981-08-28,2024-03-25,ESTANDAR,514.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0007365,Iván,Arango Ospina,CC,628897846,1966-02-08,2024-08-03,ESTANDAR,546.0,Tuluá,Valle,ACTIVO,FUERZA_VENTAS
CLI0007366,Laura,Nieto Medina,CC,1059239680,1976-07-09,2024-08-28,ESTANDAR,526.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007367,Andrés,Vásquez Vásquez,CC,116582024,1965-05-28,2024-08-20,BASICO,339.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007368,Laura,Vásquez Flores,CC,1118917672,1985-11-01,2024-08-02,ESTANDAR,503.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0007369,Iván,Restrepo Morales,CC,614684910,1971-09-13,2024-06-08,ELITE,781.0,Bogotá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0007370,Cristian,Ospina Vásquez,CC,1096332344,1986-12-14,2024-12-21,ESTANDAR,531.0,Medellín,Antioquia,ACTIVO,CORRESPONSAL
CLI0007371,Jorge,Restrepo Díaz,CC,716250109,1976-04-27,2024-11-24,BASICO,300.0,Lorica,Córdoba,ACTIVO,REFERIDO
CLI0007372,Daniela,López Vásquez,CC,942735789,2000-10-24,2024-12-17,BASICO,358.0,Medellín,Antioquia,ACTIVO,PORTAL_WEB
CLI0007373,María,Díaz Rodríguez,CC,974852062,2000-12-03,2024-07-19,BASICO,354.0,Soacha,Cundinamarca,INACTIVO,PORTAL_WEB
CLI0007374,Paola,Ruiz Medina,NIT,649081387,1983-11-15,2024-04-26,ESTANDAR,626.0,Girón,Santander,ACTIVO,PORTAL_WEB
CLI0007375,Jorge,Pérez Ruiz,CC,383129829,1982-02-15,2024-11-20,BASICO,473.0,Cali,Valle,ACTIVO,APP_MOVIL
CLI0007376,Mauricio,Arango Salcedo,CC,668678556,1972-12-28,2024-02-03,ESTANDAR,596.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0007377,Mauricio,Muñoz Torres,CC,1127218694,1973-11-19,2024-11-13,ESTANDAR,453.0,Soledad,Atlántico,INACTIVO,REFERIDO
CLI0007378,Claudia,Muñoz Ortiz,CC,120234445,1961-12-20,2024-01-31,BASICO,508.0,Itagüí,Antioquia,BLOQUEADO,CORRESPONSAL
CLI0007379,Valentina,García Romero,CC,419214492,1968-02-29,2024-01-21,ESTANDAR,484.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0007380,Alejandro,Nieto Arango,CC,259388329,1966-10-12,2024-05-01,BASICO,417.0,Girón,Santander,ACTIVO,REFERIDO
CLI0007381,Juan,Medina Muñoz,CC,663710845,1967-10-03,2024-07-02,ESTANDAR,554.0,Floridablanca,Santander,ACTIVO,REFERIDO
CLI0007382,Cristian,Castillo Díaz,CC,907429616,1976-04-18,2024-05-19,BASICO,475.0,Montería,Córdoba,ACTIVO,REFERIDO
CLI0007383,Natalia,Torres Sánchez,CC,1185025750,1976-10-05,2024-12-15,BASICO,409.0,Girón,Santander,ACTIVO,REFERIDO
CLI0007384,Melissa,Romero Medina,CC,510213960,2001-03-14,2024-02-15,BASICO,487.0,Malambo,Atlántico,ACTIVO,
CLI0007385,Felipe,Romero Flores,CC,542515187,1982-04-03,2024-03-12,BASICO,592.0,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0007386,Valentina,Gómez Medina,CC,14718218,1979-08-11,2024-03-19,ESTANDAR,376.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007387,Felipe,Pérez Nieto,CC,1071788045,1997-07-28,2024-11-24,ESTANDAR,534.0,Acacías,Meta,ACTIVO,APP_MOVIL
CLI0007388,Jorge,Gómez Herrera,CC,105552290,1966-06-28,2024-03-19,PREMIUM,660.0,Cartagena,Bolívar,ACTIVO,CORRESPONSAL
CLI0007389,Óscar,Herrera Vásquez,CC,1102532956,1975-08-18,2024-04-11,BASICO,347.0,Facatativá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0007390,Natalia,Sánchez Castillo,CC,94170009,1963-09-23,2024-06-27,PREMIUM,676.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007391,Yolanda,Castillo Díaz,CC,801571887,1970-02-28,2024-03-19,ESTANDAR,492.0,Bucaramanga,Santander,ACTIVO,FUERZA_VENTAS
CLI0007392,Valentina,Muñoz Vargas,CC,358973745,1996-04-26,2024-11-24,BASICO,301.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0007393,Diego,González Jiménez,CC,1119835473,1982-02-03,2024-12-02,BASICO,487.0,Soledad,Atlántico,ACTIVO,PORTAL_WEB
CLI0007394,Felipe,López Ruiz,CC,736602215,1988-07-18,2024-01-02,BASICO,375.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007395,Natalia,Nieto Ramírez,CE,1199349194,1990-09-13,2024-11-08,BASICO,537.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0007396,Claudia,Medina Morales,CC,946873093,1992-07-05,2024-03-27,ESTANDAR,423.0,,Cundinamarca,INACTIVO,REFERIDO
CLI0007397,Natalia,Ospina Romero,CC,998292087,1983-07-15,2024-12-11,PREMIUM,735.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0007398,Valentina,Vargas González,CE,300247113,1963-10-07,2024-05-23,ESTANDAR,575.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0007399,Cristian,Salcedo Castillo,CC,429217563,1977-12-15,2024-01-10,ESTANDAR,664.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0007400,Mauricio,Ruiz Medina,CC,924826518,1988-04-08,2024-02-14,BASICO,320.0,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0007401,Mauricio,Pérez Ruiz,CC,108034133,1966-07-30,2024-04-21,ESTANDAR,473.0,Palmira,Valle,ACTIVO,FUERZA_VENTAS
CLI0007402,Felipe,Ospina Castillo,CC,947159849,1996-12-06,2024-03-10,PREMIUM,574.0,Soledad,Atlántico,ACTIVO,CORRESPONSAL
CLI0007403,Óscar,Morales Restrepo,CC,49520073,1964-06-11,2024-11-22,BASICO,303.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0007404,Juliana,González Jiménez,CC,469393973,1985-05-10,2024-10-28,ESTANDAR,631.0,Tumaco,Nariño,ACTIVO,REFERIDO
CLI0007405,Melissa,Gómez Salcedo,CC,572649147,1992-07-23,2024-06-13,PREMIUM,832.0,Ipiales,Nariño,ACTIVO,PORTAL_WEB
CLI0007406,Paola,Gómez Herrera,NIT,424913294,1963-12-17,2024-08-20,PREMIUM,757.0,Bello,Antioquia,ACTIVO,REFERIDO
CLI0007407,Óscar,Torres Díaz,CC,817287704,1966-03-26,2024-05-08,ESTANDAR,600.0,Bucaramanga,Santander,ACTIVO,PORTAL_WEB
CLI0007408,Felipe,Martínez Gómez,CE,311849155,1991-04-03,2024-12-09,ESTANDAR,,Tuluá,Valle,BLOQUEADO,APP_MOVIL
CLI0007409,Laura,Rodríguez Rivera,CC,1058285613,1968-09-24,2024-10-29,ESTANDAR,464.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0007410,Andrés,Gómez Arango,CE,1184200811,1989-11-25,2024-11-28,ELITE,878.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0007411,Juan,Medina Ospina,CC,195891418,1997-09-12,2024-08-09,PREMIUM,711.0,Itagüí,Antioquia,INACTIVO,REFERIDO
CLI0007412,Daniela,Ramírez Pérez,CC,751783839,1986-04-29,2024-12-05,ESTANDAR,404.0,Barranquilla,Atlántico,ACTIVO,REFERIDO
CLI0007413,Alejandro,Torres Vásquez,CC,335944389,1961-10-17,2024-06-13,PREMIUM,782.0,Barranquilla,Atlántico,INACTIVO,
CLI0007414,Carlos,Gómez López,CC,186984602,1987-05-05,2024-06-07,BASICO,508.0,Magangué,Bolívar,ACTIVO,REFERIDO
CLI0007415,Paola,Herrera Salcedo,CC,752700309,1998-10-18,2024-08-14,BASICO,479.0,Cartagena,Bolívar,ACTIVO,REFERIDO
CLI0007416,Luisa,Medina Díaz,CC,1161381877,1999-08-23,2024-03-26,ESTANDAR,525.0,Itagüí,Antioquia,BLOQUEADO,PORTAL_WEB
CLI0007417,Camila,Vargas Torres,CC,542933170,1975-02-18,2024-09-04,ESTANDAR,562.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0007418,Iván,Romero Ortiz,CC,746514922,1980-10-01,2024-08-04,PREMIUM,649.0,Malambo,Atlántico,ACTIVO,FUERZA_VENTAS
CLI0007419,Valentina,Torres Castillo,CE,177506546,1965-03-11,2024-08-20,BASICO,441.0,Pitalito,Huila,ACTIVO,REFERIDO
CLI0007420,Ricardo,Cardona Jiménez,CC,1176689613,2000-02-23,2024-10-25,PREMIUM,700.0,Cali,Valle,ACTIVO,APP_MOVIL
CLI0007421,Sergio,Martínez Rivera,CC,113463270,2002-07-13,2024-12-28,PREMIUM,725.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0007422,Carlos,Rivera Martínez,CC,1095443026,1967-12-22,2024-08-16,PREMIUM,802.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0007423,Sandra,Rodríguez González,CC,472110531,1970-02-18,2024-05-11,BASICO,533.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0007424,Sandra,Arango Castillo,CE,1053230918,1997-05-03,2024-10-03,PREMIUM,582.0,Pasto,Nariño,ACTIVO,APP_MOVIL
CLI0007425,Cristian,Rivera López,CC,228763768,1993-10-02,2024-02-01,ESTANDAR,602.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0007426,Valentina,González Romero,CC,482186278,2000-03-27,2024-10-03,BASICO,300.0,Acacías,Meta,ACTIVO,PORTAL_WEB
CLI0007427,Iván,Gómez Díaz,NIT,905611061,1997-01-03,2024-06-22,ESTANDAR,,Bogotá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0007428,Paola,Ospina Morales,NIT,963714085,1979-09-04,2024-08-09,ESTANDAR,386.0,Tuluá,Valle,ACTIVO,REFERIDO
CLI0007429,Sergio,Herrera Morales,CC,154114214,1960-08-23,2024-08-22,ESTANDAR,509.0,,Cundinamarca,ACTIVO,
CLI0007430,Andrés,Rodríguez Herrera,CC,290785248,1971-09-01,2024-02-02,BASICO,566.0,Pasto,Nariño,ACTIVO,APP_MOVIL
CLI0007431,Héctor,Cardona García,CE,1085126590,1961-10-15,2024-09-27,PREMIUM,801.0,Floridablanca,Santander,ACTIVO,APP_MOVIL
CLI0007432,Sandra,Pérez Morales,CC,152346275,1983-03-01,2024-06-29,BASICO,475.0,Neiva,Huila,ACTIVO,PORTAL_WEB
CLI0007433,Sergio,Flores Díaz,CC,1165749800,1986-09-29,2024-10-25,BASICO,458.0,Cartagena,Bolívar,INACTIVO,APP_MOVIL
CLI0007434,Alejandro,Gómez González,CC,753725740,1977-10-31,2024-02-29,PREMIUM,653.0,Cartagena,Bolívar,ACTIVO,FUERZA_VENTAS
CLI0007435,Melissa,Herrera Rivera,CC,968940320,1999-01-12,2024-08-14,ESTANDAR,480.0,Floridablanca,Santander,ACTIVO,PORTAL_WEB
